day,individual,preference,ornaments,pc1,pc2,matingT,numOff,numSurOff,
0,female_mate,0,0,10,10,0,?,0
0,female_mate,0,0,10,10,0,?,0
0,male_mate,0,0,10,10,0,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,0
0,male_care,0,0,10,10,1,?,1
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,1
0,female_care,0,0,10,10,1,?,0
0,female_care,0,0,10,10,1,?,0
11,female_mate,0,0,10,10,1,?,0
11,female_mate,0,0,10,10,1,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,2
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,female_care,0,0,10,10,2,?,0
11,male_care,0,0,10,10,2,?,0
22,male_mate,0,0,10,10,2,?,1
22,male_care,0,0,10,10,3,?,0
22,female_care,0,0,10,10,3,?,1
22,male_care,0,0,10,10,3,?,0
22,female_care,0,0,10,10,3,?,0
22,male_care,0,0,10,10,3,?,0
22,male_care,0,0,10,10,3,?,1
22,female_care,0,0,10,10,3,?,1
22,male_care,0,0,10,10,3,?,0
22,female_care,0,0,10,10,3,?,0
22,male_care,0,0,10,10,3,?,0
22,male_care,0,0,10,10,3,?,0
22,female_care,0,0,10,10,3,?,0
22,female_care,0,0,10,10,3,?,0
22,male_care,0,0,10,10,3,?,1
22,female_care,0,0,10,10,3,?,0
22,male_care,0,0,10,10,3,?,1
22,female_care,0,0,10,10,3,?,1
22,female_care,0,0,10,10,3,?,0
22,female_care,0,0,10,10,3,?,1
33,female_mate,0,0,10,10,3,?,0
33,female_care,0,0,10,10,4,?,1
33,female_care,0,0,10,10,4,?,1
33,male_care,0,0,10,10,4,?,2
33,male_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,1
33,female_care,0,0,10,10,4,?,1
33,male_care,0,0,10,10,4,?,0
33,male_care,0,0,10,10,4,?,2
33,female_care,0,0,10,10,4,?,0
33,male_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
33,male_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
33,male_care,0,0,10,10,4,?,0
33,male_care,0,0,10,10,4,?,0
33,male_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
33,female_care,0,0,10,10,4,?,0
42,female_care,0,0,10,10,2,?,0
44,female_mate,0,0,10,10,4,?,0
44,female_mate,0,0,10,10,4,?,0
44,male_mate,0,0,10,10,4,?,0
44,male_mate,0,0,10,10,4,?,0
44,female_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,1
44,male_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,1
44,male_care,0,0,10,10,4,?,0
44,male_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,2
44,female_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,female_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,5,?,0
44,male_care,0,0,10,10,2,?,0
44,male_care,0,0,10,10,5,?,1
44,female_care,0,0,10,10,5,?,1
53,female_care,0,0,10,10,3,?,0
53,female_care,0,0,10,10,1,?,0
55,female_mate,0,0,10,10,5,?,0
55,female_mate,0,0,10,10,5,?,0
55,female_mate,0,0,10,10,5,?,0
55,male_care,0,0,10,10,6,?,0
55,female_care,0,0,10,10,6,?,1
55,male_care,0,0,10,10,6,?,0
55,male_care,0,0,10,10,6,?,0
55,female_care,0,0,10,10,6,?,1
55,female_care,0,0,10,10,6,?,0
55,female_care,0,0,10,10,6,?,0
55,male_care,0,0,10,10,6,?,1
55,male_care,0,0,10,10,2,?,0
55,female_care,0,0,10,10,6,?,0
